"Instructions: for each of the following Facebook image files (column A), complete the following questions using the provided annotation scheme.   ","Check the box corresponding to each question for a 'Yes' response, and leave the box unchecked for a 'No' response.",,,,
facebook_dataset_houses_Gina Ortiz Jones_time1_122.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gina Ortiz Jones_time1_116.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gina Ortiz Jones_mobile1_156.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gina Ortiz Jones_mobile1_73.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gina Raimondo_mobile1_185.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gina Raimondo_mobile1_188.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gina Raimondo_time1_14.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gina Raimondo_mobile1_145.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gina Raimondo_time1_13.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gina Raimondo_time1_21.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gina Raimondo_time1_8.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Gordon Jones_time1_145.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Gordon Jones_time1_65.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Gordon Jones_mobile1_42.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Gordon Jones_time1_165.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Gordon Jones_time1_128.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Gordon Jones_time1_148.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Gordon Jones_time1_162.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Meng _time1_352.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Meng _time1_435.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Meng _time1_351.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Meng _time2_217.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Meng _time2_195.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Meng _time2_189.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Meng _mobile1_72.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Napolitano_time1_81.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Napolitano_mobile1_163.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Napolitano_time1_47.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Napolitano_time1_51.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Napolitano_mobile1_194.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Napolitano_mobile1_178.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Grace Napolitano_time1_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Hunter_time1_30.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Hunter_time1_52.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Hunter_time1_14.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Hunter_time1_39.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Hunter_time1_6.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Hunter_time1_84.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Hunter_time1_17.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Sagan_mobile1_34.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Sagan_mobile1_68.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Sagan_mobile1_69.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Sagan_mobile1_67.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Sagan_mobile1_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Sagan_mobile1_65.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Sagan_mobile1_36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Stanton_time2_35.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Stanton_time2_24.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Stanton_time2_33.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Stanton_time2_20.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Stanton_time2_36.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Stanton_time2_21.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Greg Stanton_time2_23.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gregory Meeks _time1_77.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gregory Meeks _time1_88.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gregory Meeks _time1_63.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gregory Meeks _mobile1_121.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gregory Meeks _time1_84.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gregory Meeks _mobile1_152.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gregory Meeks _mobile1_94.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gretchen Driskell _time1_224.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gretchen Driskell _time1_54.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gretchen Driskell _time1_63.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gretchen Driskell _time1_188.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gretchen Driskell _time1_137.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gretchen Driskell _time1_210.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gretchen Driskell _time1_148.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gretchen Whitmer_mobile1_335.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gretchen Whitmer_time1_62.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gretchen Whitmer_time1_57.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gretchen Whitmer_time1_49.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gretchen Whitmer_mobile1_358.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gretchen Whitmer_mobile1_711.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_Gretchen Whitmer_time1_55.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gwen Moore _time1_229.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gwen Moore _time1_250.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gwen Moore _time1_259.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gwen Moore _mobile1_83.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gwen Moore _time1_241.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gwen Moore _time1_172.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Gwen Moore _time1_192.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hakeem Jeffries_time1_591.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hakeem Jeffries_time1_518.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hakeem Jeffries_time1_513.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hakeem Jeffries_time1_587.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hakeem Jeffries_time1_459.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hakeem Jeffries_time1_505.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hakeem Jeffries_time1_479.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Haley Stevens_mobile1_64.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Haley Stevens_time1_54.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Haley Stevens_time1_60.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Haley Stevens_time1_139.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Haley Stevens_mobile1_232.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Haley Stevens_time1_77.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Haley Stevens_mobile1_70.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Johnson_time1_205.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Johnson_time1_214.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Johnson_time1_141.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Johnson_time1_310.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Johnson_time1_270.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Johnson_time1_197.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Johnson_mobile1_98.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Linderman_mobile1_5.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Linderman_mobile1_7.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Linderman_time1_1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Linderman_time1_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Linderman_mobile1_13.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Linderman_time1_46.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hank Linderman_time1_33.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Harley Rouda_time1_70.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Harley Rouda_time1_60.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Harley Rouda_time1_61.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Harley Rouda_mobile1_34.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Harley Rouda_time1_84.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Harley Rouda_time1_47.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Harley Rouda_mobile1_161.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hayden Shamel_mobile1_644.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hayden Shamel_time1_26.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hayden Shamel_mobile1_618.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hayden Shamel_mobile1_394.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hayden Shamel_mobile1_355.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hayden Shamel_mobile1_285.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hayden Shamel_mobile1_300.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Heidi Heitkamp_time2_259.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Heidi Heitkamp_time2_258.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Heidi Heitkamp_time2_40.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Heidi Heitkamp_time2_285.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Heidi Heitkamp_time2_485.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Heidi Heitkamp_time2_230.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Heidi Heitkamp_time2_157.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Cuellar_time1_276.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Cuellar_time1_272.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Cuellar_time1_187.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Cuellar_mobile1_97.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Cuellar_mobile1_58.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Cuellar_time1_270.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Cuellar_mobile1_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Martin_mobile1_115.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Martin_mobile1_15.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Martin_time1_13.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Martin_mobile1_50.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Martin_mobile1_97.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Martin_mobile1_100.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Henry Martin_mobile1_112.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hiral Tipirneni_time1_31.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hiral Tipirneni_mobile1_159.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hiral Tipirneni_time1_41.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hiral Tipirneni_time1_128.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hiral Tipirneni_time1_118.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hiral Tipirneni_time1_92.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Hiral Tipirneni_mobile1_154.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_J.B. Pritzker_time1_62.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_J.B. Pritzker_time1_293.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_J.B. Pritzker_time1_89.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_J.B. Pritzker_time1_79.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_J.B. Pritzker_time1_130.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_J.B. Pritzker_time1_332.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_J.B. Pritzker_time1_352.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_J.D. Scholten_time1_60.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_J.D. Scholten_time1_33.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_J.D. Scholten_time1_265.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_J.D. Scholten_time1_279.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_J.D. Scholten_time1_189.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_J.D. Scholten_time1_167.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_J.D. Scholten_time1_24.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Jack Reed_time1_87.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Jack Reed_time1_130.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Jack Reed_time1_136.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Jack Reed_time1_129.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Jack Reed_time1_128.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Jack Reed_time1_141.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_senates_Jack Reed_time1_146.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jackie Speier_mobile1_93.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jackie Speier_mobile1_125.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jackie Speier_mobile1_127.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jackie Speier_time1_54.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jackie Speier_mobile1_92.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jackie Speier_mobile1_126.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jackie Speier_mobile1_137.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jacky Rosen_time1_474.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jacky Rosen_time2_961.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jacky Rosen_time1_376.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jacky Rosen_time1_49.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jacky Rosen_time1_453.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jacky Rosen_time2_928.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jacky Rosen_mobile2_311.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jahana Hayes_mobile1_865.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jahana Hayes_mobile1_596.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jahana Hayes_mobile1_848.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jahana Hayes_mobile1_725.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jahana Hayes_mobile1_780.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jahana Hayes_time1_29.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jahana Hayes_mobile1_549.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Justice_time1_626.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Justice_time1_400.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Justice_time1_360.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Justice_time1_305.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Justice_time1_580.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Justice_time1_693.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Justice_time1_606.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Langevin_time2_321.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Langevin_time2_192.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Langevin_time2_178.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Langevin_time2_306.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Langevin_time2_319.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Langevin_time2_159.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Langevin_time2_310.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Smith Jr._time1_84.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Smith Jr._time1_372.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Smith Jr._time1_271.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Smith Jr._mobile1_58.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Smith Jr._time1_346.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Smith Jr._time1_251.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_govornor_James Smith Jr._time1_369.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Thompson_time1_308.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Thompson_time1_128.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Thompson_time1_60.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Thompson_time1_301.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Thompson_mobile1_270.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Thompson_time1_317.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_James Thompson_time1_115.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie McLeod-Skinner_time1_214.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie McLeod-Skinner_time1_190.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie McLeod-Skinner_time1_293.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie McLeod-Skinner_time1_76.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie McLeod-Skinner_time1_22.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie McLeod-Skinner_time1_132.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie McLeod-Skinner_time1_94.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie Raskin_time1_124.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie Raskin_mobile1_66.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie Raskin_mobile1_64.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie Raskin_time2_0.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie Raskin_time1_73.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie Raskin_mobile2_27.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jamie Raskin_time2_5.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan McDowell_time1_163.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan McDowell_time1_90.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan McDowell_time1_130.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan McDowell_time1_138.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan McDowell_mobile1_113.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan McDowell_time1_156.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan McDowell_time1_105.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan Schakowsky_mobile2_59.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan Schakowsky_time2_49.png,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan Schakowsky_time1_78.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan Schakowsky_mobile2_119.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan Schakowsky_time1_93.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan Schakowsky_mobile1_6.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jan Schakowsky_mobile2_48.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jana Lynne Sanchez_mobile1_227.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jana Lynne Sanchez_mobile1_439.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jana Lynne Sanchez_mobile1_181.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jana Lynne Sanchez_mobile1_497.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jana Lynne Sanchez_mobile1_41.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jana Lynne Sanchez_mobile1_329.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
facebook_dataset_houses_Jana Lynne Sanchez_time1_3.jpg,FALSE,FALSE,FALSE,FALSE,FALSE
